bioguide_id,title,firstname,middlename,lastname,name_suffix,nickname,party,state,district,senate_class,gender,birthdate,phone,fax,website,congress_office,fec_id,govtrack_id,crp_id,twitter_id,youtube_url,facebook_id,official_rss
S001172,Rep,Adrian,,Smith,,,R,NE,03,,M,1970-12-19,202-225-6435,202-225-0207,http://adriansmith.house.gov,2241 Rayburn House Office Building,H6NE03115,412217,N00027623,RepAdrianSmith,http://youtube.com/RepAdrianSmith,,
S001175,Rep,Jackie,,Speier,,,D,CA,14,,F,1950-05-14,202-225-3531,202-347-0956,http://speier.house.gov,2465 Rayburn House Office Building,H8CA12171,412259,N00029649,RepSpeier,http://youtube.com/jackiespeierca12,99332606976,
S001176,Rep,Steve,Joseph,Scalise,,,R,LA,01,,M,1965-10-06,202-225-3015,202-226-0386,http://scalise.house.gov,2338 Rayburn House Office Building,H0LA01087,412261,N00009660,SteveScalise,http://youtube.com/RepSteveScalise,50936151681,
S001180,Rep,Kurt,,Schrader,,,D,OR,05,,M,1951-10-19,202-225-5711,202-225-5699,http://schrader.house.gov,2431 Rayburn House Office Building,H8OR05107,412315,N00030071,RepSchrader,http://youtube.com/repkurtschrader,94978896695,
S001181,Sen,Jeanne,,Shaheen,,,D,NH,Senior Seat,II,F,1947-01-28,202-224-2841,202-228-3194,http://www.shaheen.senate.gov,506 Hart Senate Office Building,S0NH00219,412323,N00024790,SenatorShaheen,http://youtube.com/senatorshaheen,127503767282103,
S001183,Rep,David,,Schweikert,,,R,AZ,06,,M,1962-03-03,202-225-2190,202-225-0096,http://schweikert.house.gov,409 Cannon House Office Building,H4AZ06045,412399,N00006460,RepDavid,http://youtube.com/RepDavidSchweikert,150338151681908,
S001184,Sen,Tim,,Scott,,,R,SC,Junior Seat,III,M,1965-09-19,202-224-6121,202-225-3407,https://www.scott.senate.gov,520 Hart Senate Office Building,H0SC01279,412471,N00031782,SenatorTimScott,http://youtube.com/SenatorTimScott,163207553711385,
S001185,Rep,Terri,A.,Sewell,,,D,AL,07,,F,1965-01-01,202-225-2665,202-226-9567,https://sewell.house.gov,1133 Longworth House Office Building,H0AL07086,412396,N00030622,RepTerriSewell,http://youtube.com/RepSewell,117758198297225,
S001187,Rep,Steve,,Stivers,,,R,OH,15,,M,1965-03-24,202-225-2015,202-225-3529,http://stivers.house.gov,1022 Longworth House Office Building,H8OH15076,412461,N00029574,RepSteveStivers,http://youtube.com/RepSteveStivers,116058275133542,
S001188,Rep,Marlin,A.,Stutzman,,,R,IN,03,,M,1976-08-31,202-225-4436,202-226-9870,http://stutzman.house.gov,2418 Rayburn House Office Building,H0IN03198,412392,N00030891,RepStutzman,http://youtube.com/repstutzman,109067049164902,
S001189,Rep,Austin,,Scott,,,R,GA,08,,M,1969-12-10,202-225-6531,202-225-3013,http://austinscott.house.gov,2417 Rayburn House Office Building,H0GA08099,412417,N00032457,AustinScottGA08,http://youtube.com/RepAustinScott,131177916946914,
S001191,Rep,Kyrsten,,Sinema,,,D,AZ,09,,F,1976-07-12,202-225-9888,202-225-9731,https://sinema.house.gov,1530 Longworth House Office Building,H2AZ09019,412509,N00033983,RepSinema,http://youtube.com/repsinema,233846963416149,
S001192,Rep,Chris,,Stewart,,,R,UT,02,,M,1960-07-15,202-225-9730,801-364-5551,http://stewart.house.gov,323 Cannon House Office Building,H2UT02324,412581,N00033932,RepChrisStewart,http://youtube.com/repchrisstewart,242042855928904,
S001193,Rep,Eric,,Swalwell,,,D,CA,15,,M,1980-11-16,202-225-5065,,http://swalwell.house.gov,129 Cannon House Office Building,H2CA15094,412514,N00033508,RepSwalwell,http://youtube.com/ericswalwell,450130878375355,
S001194,Sen,Brian,Emanuel,Schatz,,,D,HI,Senior Seat,III,M,1972-10-20,202-224-3934,202-228-1153,http://www.schatz.senate.gov,722 Hart Senate Office Building,S4HI00136,412507,N00028138,SenBrianSchatz,http://youtube.com/senbrianschatz,357806137657533,
S001195,Rep,Jason,T.,Smith,,,R,MO,08,,M,1980-06-16,202-225-4404,202-226-0326,http://jasonsmith.house.gov,1118 Longworth House Office Building,H4MO08162,412596,N00035282,RepJasonSmith,http://youtube.com/RepJasonSmith,544741092252764,
S001196,Rep,Elise,,Stefanik,,,R,NY,21,,F,1984-07-02,202-225-4611,202-226-0621,https://stefanik.house.gov,512 Cannon House Office Building,H4NY21079,412648,N00035523,RepStefanik,,RepEliseStefanik,
S001197,Sen,Benjamin,Eric,Sasse,,,R,NE,Junior Seat,II,M,1972-02-22,202-224-4224,,http://www.sasse.senate.gov/public,386a Russell Senate Office Building,S4NE00090,412671,N00035544,SenSasse,,SenatorSasse,
S001198,Sen,Dan,,Sullivan,,,R,AK,Junior Seat,II,M,1964-11-13,202-224-3004,,http://www.sullivan.senate.gov,702 Hart Senate Office Building,S4AK00214,412665,N00035774,SenDanSullivan,,SenDanSullivan,
T000193,Rep,Bennie,G.,Thompson,,,D,MS,02,,M,1948-01-28,202-225-5876,202-225-5898,http://benniethompson.house.gov,2466 Rayburn House Office Building,H4MS02068,400402,N00003288,BennieGThompson,http://youtube.com/RepBennieThompson,7259193379,
T000238,Rep,Mac,M.,Thornberry,,,R,TX,13,,M,1958-07-15,202-225-3706,202-225-3486,http://thornberry.house.gov,2208 Rayburn House Office Building,H4TX13014,400404,N00006052,MacTXPress,http://youtube.com/RepMacThornberry,7760165627,
T000250,Sen,John,,Thune,,,R,SD,Senior Seat,III,M,1961-01-07,202-224-2321,202-228-5429,http://www.thune.senate.gov,511 Dirksen Senate Office Building,S2SD00068,400546,N00004572,SenJohnThune,http://youtube.com/johnthune,,
T000460,Rep,Mike,Michael,Thompson,,,D,CA,05,,M,1951-01-24,202-225-3311,202-225-4335,http://mikethompson.house.gov,231 Cannon House Office Building,H8CA01109,400403,N00007419,RepThompson,http://youtube.com/CongressmanMThompson,7109195747,
T000461,Sen,Patrick,J.,Toomey,,Pat,R,PA,Junior Seat,III,M,1961-11-17,202-224-4254,202-228-0284,http://www.toomey.senate.gov,248 Russell Senate Office Building,S4PA00121,400408,N00001489,SenToomey,http://youtube.com/sentoomey,189274047751251,
T000462,Rep,Patrick,J.,Tiberi,,Pat,R,OH,12,,M,1962-10-21,202-225-5355,202-226-4523,http://tiberi.house.gov,1203 Longworth House Office Building,H0OH12062,400406,N00009699,TiberiPress,http://youtube.com/PatTiberi,90452932937,
T000463,Rep,Michael,R.,Turner,,,R,OH,10,,M,1960-01-11,202-225-6465,202-225-6754,https://turner.house.gov,2239 Rayburn House Office Building,H2OH03067,400411,N00025175,RepMikeTurner,http://youtube.com/CongressmanTurner,9275036647,
T000464,Sen,Jon,,Tester,,,D,MT,Senior Seat,I,M,1956-08-21,202-224-2644,202-224-8594,http://www.tester.senate.gov,311 Hart Senate Office Building,S6MT00162,412244,N00027605,SenatorTester,http://youtube.com/senatorjontester,210573031664,
T000465,Rep,Niki,S.,Tsongas,,,D,MA,03,,F,1946-04-26,202-225-3411,202-226-0771,http://tsongas.house.gov,1714 Longworth House Office Building,H8MA05143,412254,N00029026,NikiInTheHouse,http://youtube.com/RepTsongas,131079823624873,
T000467,Rep,Glenn,,Thompson,,,R,PA,05,,M,1959-07-27,202-225-5121,202-225-5796,http://thompson.house.gov,124 Cannon House Office Building,H8PA05071,412317,N00029736,CongressmanGT,http://youtube.com/CongressmanGT,14463006747,
T000468,Rep,Dina,,Titus,,,D,NV,01,,F,1950-05-23,202-225-5965,,https://titus.house.gov,401 Cannon House Office Building,H8NV03036,412318,N00030191,RepDinaTitus,http://youtube.com/CongresswomanTitus,120660834778561,
T000469,Rep,Paul,,Tonko,,,D,NY,20,,M,1949-06-18,202-225-5076,202-225-5077,http://tonko.house.gov,2463 Rayburn House Office Building,H8NY21203,412319,N00030196,RepPaulTonko,http://youtube.com/reppaultonko,30671144824,
T000470,Rep,Scott,R.,Tipton,,,R,CO,03,,M,1956-11-09,202-225-4761,202-226-9669,http://tipton.house.gov,218 Cannon House Office Building,H6CO03139,412405,N00027509,RepTipton,http://youtube.com/RepScottTipton,191428784201721,
T000472,Rep,Mark,,Takano,,,D,CA,41,,M,1960-12-10,202-225-2305,202-225-7018,https://takano.house.gov,1507 Longworth House Office Building,H2CA43245,412520,N00006701,RepMarkTakano,http://youtube.com/RepMarkTakano,262447300551014,
T000473,Rep,Mark,,Takai,,,D,HI,01,,M,1967-07-01,202-225-2726,202-225-0688,https://takai.house.gov,422 Cannon House Office Building,H4HI01134,412626,N00035535,RepMarkTakai,,repmarktakai,
T000474,Rep,Norma,,Torres,,,D,CA,35,,F,1965-04-04,202-225-6161,202-225-8671,https://torres.house.gov,516 Cannon House Office Building,H4CA35031,412617,N00036107,NormaJTorres,,RepNormaTorres,
T000475,Rep,Dave,,Trott,,,R,MI,11,,M,1960-10-16,202-225-8171,,https://trott.house.gov,1722 Longworth House Office Building,H4MI11097,412636,N00035607,repdavetrott,,CongressmanDaveTrott,
T000476,Sen,Thom,,Tillis,,,R,NC,Junior Seat,II,M,1960-08-30,202-224-6342,,http://www.tillis.senate.gov,185 Dirksen Senate Office Building,S4NC00162,412668,N00035492,senthomtillis,,1576257352609470,
U000031,Rep,Fred,Stephen,Upton,,,R,MI,06,,M,1953-04-23,202-225-3761,202-225-4986,http://upton.house.gov,2183 Rayburn House Office Building,H6MI04113,400414,N00004133,RepFredUpton,http://youtube.com/RepFredUpton,212027388827797,
U000039,Sen,Tom,S.,Udall,,,D,NM,Senior Seat,II,M,1948-05-18,202-224-6621,,http://www.tomudall.senate.gov,531 Hart Senate Office Building,H8NM03097,400413,N00006561,SenatorTomUdall,http://youtube.com/senatortomudall,106433512869,
V000081,Rep,Nydia,M.,Velázquez,,,D,NY,07,,F,1953-03-28,202-225-2361,202-226-0327,http://velazquez.house.gov,2302 Rayburn House Office Building,H2NY00010,400416,N00001102,NydiaVelazquez,http://youtube.com/nydiavelazquez,8037068318,
V000108,Rep,Peter,J.,Visclosky,,,D,IN,01,,M,1949-08-13,202-225-2461,202-225-2493,http://visclosky.house.gov,2328 Rayburn House Office Building,H4IN01012,400417,N00003813,RepVisclosky,http://youtube.com/PeteVisclosky1,118723661514709,
V000127,Sen,David,,Vitter,,,R,LA,Senior Seat,III,M,1961-05-03,202-224-4623,202-228-5061,http://www.vitter.senate.gov,516 Hart Senate Office Building,S4LA00057,400418,N00009659,,http://youtube.com/SenatorVitter,,
V000128,Rep,Chris,,Van Hollen,Jr.,,D,MD,08,,M,1959-01-10,202-225-5341,202-225-0375,https://vanhollen.house.gov,1707 Longworth House Office Building,H2MD08126,400415,N00013820,ChrisVanHollen,http://youtube.com/RepChrisVanHollen,109304033877,
V000129,Rep,David,G.,Valadao,,,R,CA,21,,M,1977-04-14,202-225-4695,202-226-3196,http://valadao.house.gov,1004 Longworth House Office Building,H2CA20094,412515,N00033367,RepDavidValadao,http://youtube.com/congressmanvaladao,105596689621089,
V000130,Rep,Juan,,Vargas,,,D,CA,51,,M,1961-03-07,202-225-8045,202-225-9073,http://vargas.house.gov,1605 Longworth House Office Building,H2CA50026,412522,N00007021,RepJuanVargas,http://youtube.com/RepJuanVargas,176942192453747,
V000131,Rep,Marc,A.,Veasey,,,D,TX,33,,M,1971-01-03,202-225-9897,202-225-9702,http://veasey.house.gov,414 Cannon House Office Building,H2TX33073,412579,N00033839,RepVeasey,http://youtube.com/marcveasey,394849110600016,
V000132,Rep,Filemon,,Vela,,,D,TX,34,,M,1963-02-13,202-225-9901,202-225-9770,http://vela.house.gov,437 Cannon House Office Building,H2TX27190,412580,N00034349,RepFilemonVela,,510462622331477,
W000187,Rep,Maxine,,Waters,,,D,CA,43,,F,1938-08-15,202-225-2201,202-225-7854,http://waters.house.gov,2221 Rayburn House Office Building,H4CA23011,400422,N00006690,MaxineWaters,http://youtube.com/MaxineWaters,117483585008,
W000413,Rep,Ed,,Whitfield,,,R,KY,01,,M,1943-05-25,202-225-3115,202-225-3547,http://whitfield.house.gov,2184 Rayburn House Office Building,H4KY01040,400431,N00003467,RepEdWhitfield,http://youtube.com/WhitfieldKY01,91115765425,
W000437,Sen,Roger,F.,Wicker,,,R,MS,Junior Seat,I,M,1951-07-05,202-224-6253,202-228-0378,http://www.wicker.senate.gov,555 Dirksen Senate Office Building,H4MS01078,400432,N00003280,SenatorWicker,http://youtube.com/SenatorWicker,158401580882385,
W000779,Sen,Ron,,Wyden,,,D,OR,Senior Seat,III,M,1949-05-03,202-224-5244,202-228-2717,https://www.wyden.senate.gov,221 Dirksen Senate Office Building,S6OR00110,300100,N00007724,RonWyden,http://youtube.com/senronwyden,,
W000791,Rep,Greg,P.,Walden,,,R,OR,02,,M,1957-01-10,202-225-6730,202-225-5774,http://walden.house.gov,2185 Rayburn House Office Building,H6OR02116,400419,N00007690,RepGregWalden,http://youtube.com/RepGregWalden,313301365382225,
W000795,Rep,Joe,G.,Wilson,,,R,SC,02,,M,1947-07-31,202-225-2452,202-225-2455,http://joewilson.house.gov,2229 Rayburn House Office Building,H2SC02059,400433,N00024809,RepJoeWilson,http://youtube.com/RepJoeWilson,70150469414,
W000796,Rep,Lynn,A.,Westmoreland,,,R,GA,03,,M,1950-04-02,202-225-5901,202-225-2515,http://westmoreland.house.gov,2202 Rayburn House Office Building,H4GA08067,400627,N00026163,RepWestmoreland,http://youtube.com/RepLynnWestmoreland,71389451419,
W000797,Rep,Debbie,,Wasserman Schultz,,,D,FL,23,,F,1966-09-27,202-225-7931,202-226-2052,http://wassermanschultz.house.gov,1114 Longworth House Office Building,H4FL20023,400623,N00026106,RepDWStweets,http://youtube.com/RepWassermanSchultz,88904724121,
W000798,Rep,Tim,,Walberg,,,R,MI,07,,M,1951-04-12,202-225-6276,202-225-6281,http://walberg.house.gov,2436 Rayburn House Office Building,H4MI07103,412213,N00026368,RepWalberg,http://youtube.com/RepWalberg,187654104587692,
W000799,Rep,Timothy,James,Walz,,,D,MN,01,,M,1964-04-06,202-225-2472,202-225-3433,http://walz.house.gov,1034 Longworth House Office Building,H6MN01174,412214,N00027467,RepTimWalz,http://youtube.com/1529tjw,,
W000800,Rep,Peter,,Welch,,,D,VT,00,,M,1947-05-02,202-225-4115,202-225-6790,http://welch.house.gov,2303 Rayburn House Office Building,H6VT00160,412239,N00000515,PeterWelch,http://youtube.com/reppeterwelch,72680720883,
W000802,Sen,Sheldon,,Whitehouse,,,D,RI,Junior Seat,I,M,1955-10-20,202-224-2921,202-228-6362,https://www.whitehouse.senate.gov,530 Hart Senate Office Building,S6RI00221,412247,N00027533,SenWhitehouse,http://youtube.com/SenatorWhitehouse,194172833926853,
W000804,Rep,Robert,J.,Wittman,,,R,VA,01,,M,1959-02-03,202-225-4261,202-225-4382,https://wittman.house.gov,2454 Rayburn House Office Building,H8VA01147,412255,N00029459,RobWittman,http://youtube.com/RobWittman,38932542633,
W000805,Sen,Mark,,Warner,,,D,VA,Senior Seat,II,M,1954-12-15,202-224-2023,202-224-6295,http://www.warner.senate.gov,475 Russell Senate Office Building,S6VA00093,412321,N00002097,MarkWarner,http://youtube.com/SenatorMarkWarner,7935122852,
W000806,Rep,Daniel,,Webster,,,R,FL,10,,M,1949-04-27,202-225-2176,202-225-0999,http://webster.house.gov,1039 Longworth House Office Building,H0FL08208,412410,N00026335,RepWebster,http://youtube.com/repdanwebster,188572961157305,
W000808,Rep,Frederica,S.,Wilson,,,D,FL,24,,F,1942-11-05,202-225-4506,202-226-0777,http://wilson.house.gov,208 Cannon House Office Building,H0FL17068,412412,N00030650,RepWilson,http://youtube.com/repfredericawilson,162327487151626,
W000809,Rep,Steve,,Womack,,,R,AR,03,,M,1957-02-18,202-225-4301,202-225-5713,http://womack.house.gov,1119 Longworth House Office Building,H0AR03055,412402,N00031857,Rep_SteveWomack,http://youtube.com/CongressmanWomack,135898413136490,
W000810,Rep,Rob,,Woodall,,,R,GA,07,,M,1970-02-11,202-225-4272,202-225-4696,http://woodall.house.gov,1724 Longworth House Office Building,H0GA07133,412416,N00032416,RepRobWoodall,http://youtube.com/RobWoodallGA07,172573036140374,
W000812,Rep,Ann,,Wagner,,,R,MO,02,,F,1962-09-13,202-225-1621,,http://wagner.house.gov,435 Cannon House Office Building,H2MO02102,412548,N00033106,RepAnnWagner,,215485388588143,
W000813,Rep,Jackie,,Walorski,,,R,IN,02,,F,1963-08-17,202-225-3915,202-225-6798,http://walorski.house.gov,419 Cannon House Office Building,H0IN02190,412538,N00031226,RepWalorski,http://youtube.com/repwalorski,466876036704525,
W000814,Rep,Randy,K.,Weber,,,R,TX,14,,M,1953-07-02,202-225-2831,202-225-0271,http://weber.house.gov,510 Cannon House Office Building,H2TX14149,412574,N00033539,TXRandy14,http://youtube.com/TXRandy14,128891177274584,
W000815,Rep,Brad,R.,Wenstrup,,,R,OH,02,,M,1958-06-17,202-225-3164,202-225-1992,http://wenstrup.house.gov,1318 Longworth House Office Building,H2OH02085,412564,N00033310,RepBradWenstrup,http://youtube.com/repbradwenstrup,124462944390458,
W000816,Rep,Roger,,Williams,,,R,TX,25,,M,1949-09-13,202-225-9896,512-473-8946,http://williams.house.gov,1323 Longworth House Office Building,H2TX33040,412578,N00030602,RepRWilliams,,322383274535068,
W000817,Sen,Elizabeth,,Warren,,,D,MA,Senior Seat,I,F,1949-06-22,202-224-4543,,http://www.warren.senate.gov,317 Hart Senate Office Building,S2MA00170,412542,N00033492,SenWarren,http://youtube.com/senelizabethwarren,131559043673264,
W000819,Rep,Mark,,Walker,,,R,NC,06,,M,1969-05-20,202-225-3065,202-225-8611,https://walker.house.gov,312 Cannon House Office Building,H4NC06052,412670,N00035311,RepMarkWalker,,RepMarkWalker,
W000820,Rep,Mimi,,Walters,,,R,CA,45,,F,1962-05-14,202-225-5611,202-225-9177,https://walters.house.gov,236 Cannon House Office Building,H4CA45097,412618,N00035391,RepMimiWalters,,RepMimiWalters,
W000821,Rep,Bruce,,Westerman,,,R,AR,04,,M,1967-11-18,202-225-3772,,https://westerman.house.gov,130 Cannon House Office Building,H4AR04048,412610,N00035527,RepWesterman,,RepWesterman,
W000822,Rep,Bonnie,,Watson Coleman,,,D,NJ,12,,F,1945-02-06,202-225-5801,202-225-6025,https://watsoncoleman.house.gov,126 Cannon House Office Building,H4NJ12149,412644,N00036158,RepBonnie,,1398082073827493,
Y000033,Rep,Don,E.,Young,,,R,AK,00,,M,1933-06-09,202-225-5765,202-225-0425,http://donyoung.house.gov,2314 Rayburn House Office Building,H6AK00045,400440,N00007999,RepDonYoung,http://youtube.com/RepDonYoung,7476269851,
Y000062,Rep,John,A.,Yarmuth,,,D,KY,03,,M,1947-11-04,202-225-5401,202-225-5776,http://yarmuth.house.gov,403 Cannon House Office Building,H6KY03124,412211,N00028073,RepJohnYarmuth,http://youtube.com/RepJohnYarmuth,214258646163,
Y000063,Rep,Kevin,,Yoder,,,R,KS,03,,M,1976-01-08,202-225-2865,202- 225-2807,http://yoder.house.gov,215 Cannon House Office Building,H0KS03137,412430,N00031502,RepKevinYoder,http://youtube.com/RepYoder,154026694650252,
Y000064,Rep,Todd,C.,Young,,,R,IN,09,,M,1972-08-24,202-225-5315,202-226-6866,http://toddyoung.house.gov,1007 Longworth House Office Building,H0IN09070,412428,N00030670,RepToddYoung,http://youtube.com/RepToddYoung,186203844738421,
Y000065,Rep,Ted,S.,Yoho,,,R,FL,03,,M,1955-04-13,202-225-5744,,http://yoho.house.gov,511 Cannon House Office Building,H2FL06109,412525,N00033220,RepTedYoho,http://youtube.com/RepTedYoho,563532937006022,
Y000066,Rep,David,,Young,,,R,IA,03,,M,1968-05-11,202-225-5476,,https://davidyoung.house.gov,515 Cannon House Office Building,S4IA00103,412628,N00035509,RepDavidYoung,,RepDavidYoung,
Z000017,Rep,Lee,,Zeldin,,,R,NY,01,,M,1980-01-30,202-225-3826,202-225-3143,https://zeldin.house.gov,1517 Longworth House Office Building,H8NY01148,412646,N00029404,RepLeeZeldin,,RepLeeZeldin,
Z000018,Rep,Ryan,,Zinke,,,R,MT,00,,M,1961-11-01,202-225-3211,202-225-5687,https://zinke.house.gov,113 Cannon House Office Building,H4MT01041,412640,N00035616,RepRyanZinke,,CongressmanRyanZinke,
